Month Name,Agency,Description,Borough,# of Incidents,Response Times
2018 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,332,50.9
2018 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,66,57.58
2018 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Unspecified,1,0
2018 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,363,1.93
2018 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,545,1.28
2018 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,338,3.55
2018 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,332,3.61
2018 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,66,1.52
2018 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Unspecified,1,0
2018 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,363,0.28
2018 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,545,0
2018 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,338,0
2018 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,332,0.3
2018 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,66,0
2018 / 09,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Unspecified,1,0
2018 / 08,FDNY,Average response time to structural fires,Bronx,250,299.42
2018 / 08,FDNY,Average response time to structural fires,Brooklyn,338,273.86
2018 / 08,FDNY,Average response time to structural fires,Manhattan,209,293.56
2018 / 08,FDNY,Average response time to structural fires,Queens,180,326.11
2018 / 08,FDNY,Average response time to structural fires,Staten Island,43,314.09
2018 / 08,FDNY,Average response time to non-structural fires,Bronx,106,359.58
2018 / 08,FDNY,Average response time to non-structural fires,Brooklyn,236,358.71
2018 / 08,FDNY,Average response time to non-structural fires,Manhattan,151,387.16
2018 / 08,FDNY,Average response time to non-structural fires,Queens,173,423.22
2018 / 08,FDNY,Average response time to non-structural fires,Staten Island,38,368.45
2018 / 08,FDNY,Average response time to non-structural fires,Unspecified,1,366
2018 / 08,FDNY,Average response time to non-fire emergencies,Bronx,6521,557.47
2018 / 08,FDNY,Average response time to non-fire emergencies,Brooklyn,9254,470.02
2018 / 08,FDNY,Average response time to non-fire emergencies,Manhattan,7322,542.3
2018 / 08,FDNY,Average response time to non-fire emergencies,Queens,5963,546.31
2018 / 08,FDNY,Average response time to non-fire emergencies,Staten Island,1408,500.13
2018 / 08,FDNY,Average response time to non-fire emergencies,Unspecified,18,621.89
2018 / 08,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,472,454.08
2018 / 08,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,572,478.84
2018 / 08,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,513,462.3
2018 / 08,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,489,467.91
2018 / 08,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,123,459.7
2018 / 08,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,7,695.29
2018 / 08,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,10314,552.92
2018 / 08,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,12115,547.04
2018 / 08,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,11301,545.87
2018 / 08,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,8387,559
2018 / 08,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1838,512.99
2018 / 08,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,35,645.83
2018 / 08,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,26424,719.12
2018 / 08,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,31066,687.7
2018 / 08,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,27184,766.05
2018 / 08,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,21687,632.9
2018 / 08,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,4498,577.92
2018 / 08,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,192,997.45
2018 / 08,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2625,492.74
2018 / 08,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,4393,421.58
2018 / 08,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,3238,476.32
2018 / 08,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2873,475.92
2018 / 08,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,651,436.89
2018 / 08,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,11,580.45
2018 / 08,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,11136,527.57
2018 / 08,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,13373,487.8
2018 / 08,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,12509,524.2
2018 / 08,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,9285,506.49
2018 / 08,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,2017,470.45
2018 / 08,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,35,595
2018 / 08,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,4521,54.25
2018 / 08,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,7426,55.61
2018 / 08,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,7163,61.37
2018 / 08,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,4733,44.96
2018 / 08,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1098,57.31
2018 / 08,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,17,35.29
2018 / 08,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,356,49.44
2018 / 08,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,574,61.04
2018 / 08,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,360,46.39
2018 / 08,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,353,36.54
2018 / 08,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,81,41.98
2018 / 08,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Unspecified,1,0
2018 / 08,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,356,49.44
2018 / 08,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,574,37.74
